"id","profileName","text","date","title","rating","images","helpful","Style","Size","Color"
"RUV7E6UBSFMCM","Iryna","
  Purchased the device for the purposes 1) to track sleep and 2) to avoid missing notifications when the phone is away.Good:- looks nice- charges fast (you go to shower, get back - fully charged, but you need to use only the original charger)- notifications are delivered effectively, with images- Apple Pay works- like other Apple products, has ""find me"" featureBad:- heavy, especially if you plan to sleep with it on- have to recharge every 24 hours;- sleep tracking is weak because you must pre-configure sleep time range (i.e. 9pm-6am) in the app; otherwise feature does not work; if you take a nap during the day, it will not be counted; if you have an unstable sleeping schedule and need to rely on the device with tracking your sleep - better use Fitbit- backward communication from the watch to iPhone, say, when you confirm a request in Authenticator app, works unstablySummary:A very stylish gadget with convenient one-way access to notifications and simple built-in functions. If lose it - and you may due to frequent recharge - you can always find it. If you have requirements similar to mine, consider a cheaper device. If you desire Apple Watch for the sake of having another Apple product, price is justified.
","Reviewed in the United States on March 1, 2022","Battery holds less than 24 hours",4,"",1,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RVQH0N6SKC1ZX","Drew S.","
  This is my first Apple Watch and I’m loving it! I bought it for the fall detector because I’m epileptic and live alone, so it gives me some relief. Hopefully I never have to find out the hard way that it doesn’t work. My only problems so far is just the talk to text. There’s no way to SEND a message, or put punctuation completely hands free. Plus the send/back buttons on the top are a bit finicky. If you have the watch in a frame forget about it. Also, I know it says it’s waterproof, but it clearly states soaps and such might deteriorate the seals over time. So I can’t wear it in the shower, where I as an epileptic need to wear it most. Outside of those 2 things for me particularly, it’s a great watch!
","Reviewed in the United States on January 31, 2022","Needs little improvement, but great!",4,"",1,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R2YVAMRVU32PAH","T. Baird","
  The watch is almost what I expected.  However, for the money, I expected to receive the ability to charge it.  Shame on Apple for their greed and lack of customer service.  I received this for Christmas and couldn’t use it until the stores were open and I could buy a charger.
","Reviewed in the United States on January 12, 2022","Apple Watch",4,"","7","GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3K1Y6FCAXZJBS","Mousetivity","
  Going from Android to iOS was a little strange, at first, but I’m so glad I did. This watch has been wonderful to wear. It’s stylish look and the health apps has been the most important reason for the switch. I hope to keep this for at least a couple years. That is until they release the much rumored blood glucose monitor in the near future
","Reviewed in the United States on December 1, 2021","Great upgrade for me",5,"","4","GPS","45mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R1GHOLBVQ8PJQ2","vanhalen26505","
  I upgraded from a second-generation model to this one. I dislike that you have to pay so much more to get one with the Milanese loop band and have to get a cellular model to get the dark color. This basically does nothing more than the ones that are several hundred dollars but are about twice the price. That is the negative. On the positive side, I like the always-on display, the EKG function, and the larger display. I look forward to a time when these become thinner and have longer battery life. I would buy it again.
","Reviewed in the United States on January 24, 2022","Nice watch with very useful features.",4,"",1,"GPS + Cellular","45mm","Graphite Stainless Steel w Graphite Milanese Loop"
"RLHP0O3WZK4VM","Germán Rivera","
  Rápido, intuitivo, tecnológico, ligero y a la vez robusto en su construcción aportando sensación de durabilidad. La integración con el iPhone 13 Pro Max y los Air Pods Pro es increíble, es como tener un solo dispositivo multifuncional. Es primera vez que tengo un AW y la verdad me encanta su funcionalidad, apps como las de monitoreo de salud en tiempo real son realmente increíbles como el hecho de tomarte en escasos 30 segundos un electrocardiograma, medir el nivel de oxigenación en la sangre y en general todo lo relacionado al tema de salud esta genial. Podes contestar llamadas con buena comunicación en doble vía y además te permite usar muchos shorcuts que te hacen tu día a día mas amigable.
","Reviewed in the United States on January 14, 2022","Me encanta mi nuevo Apple Watch Serie 7",5,"https://m.media-amazon.com/images/I/61XPvwebmGL.jpg
https://m.media-amazon.com/images/I/71DVwAuum6L.jpg
https://m.media-amazon.com/images/I/71VkTftvEPL.jpg
https://m.media-amazon.com/images/I/71idqbHtn1L.jpg","4","GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R2RCHUI2N7NZTY","Rei","
  Exquisite watchLove it！It's not available anywhere else except Amazon! And two day deliver！
","Reviewed in the United States on October 27, 2021","Exquisite watch",5,"","11","GPS + Cellular","45mm","Graphite Stainless Steel w Graphite Milanese Loop"
"R1OOIUBDBYWSKY","Kay B","
  Resisted buying one for couple of years. At 79, I decided to give in!  I did add cellular services. Exercise walking without having to carry iPhone is great!  All the health features are too numerous to mention but I use them daily.Charges in 45 minutes!Highly recommended!
","Reviewed in the United States on March 11, 2022","Love it!!",5,"","2","GPS + Cellular","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R2HKR7GG7F8I11","Popcorn lover","
  No special likes or dislikes. I think it works as designed. I need to know how to use the apps better, but that is on me I guess.  I purchased the cellular watch because I may want to in the future use the cellular part. I am not using that at the moment. But what I want to find out is can I call my 911 people do it even if there’s don’t have a cellular plan can I still use the watch for emergency kind of like any phone will do; Even if the phone is not hooked up to a service.
","Reviewed in the United States on February 23, 2022","Works as designed",4,"",1,"GPS + Cellular","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R2YJATWL1RSI39","Amazon Customer","
  I bought this watch for my husband for Christmas. He can’t carry his cell phone at work, so it allows him to get his messages as well as keep track of his physical activities, heart rate, pulse and blood pressure.He has told me several times how glad he is that I purchased it for him.
","Reviewed in the United States on January 15, 2022","Perfect Christmas gift",5,"","2","GPS + Cellular","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3E04BX3TC8VKJ","KOTB","
  I now own the Apple Watch 7stainless steel, you’ll get a much harder casing material and display. Sapphire crystal is one of the hardest opaque materials in the world. It has been used in high-end conventional watches for decades and can only be scratched by a diamond or an object with similar hardness. In practice, with a sapphire crystal display, your Apple Watch Series 7 will most likely remain scratch-free until it’s time for a new one, and even after that.
","Reviewed in the United States on February 1, 2022","Love it",4,"https://m.media-amazon.com/images/I/71+JCW-AjhL.jpg","4","GPS + Cellular","45mm","Silver Stainless Steel Case w Silver Milanese Loop"
